tweet_id,text,label,clean_text
21958,@ KhurramNiazi9 @ UmarCheema1 @ SHABAZGIL @ ImranKhanPTI @ AonAbbasPTI So cute Boy ....! God bless you Bro ..... Allah ka … https // t . co / 00s5lcBozx,2,@ KhurramNiazi9 @ UmarCheema1 @ SHABAZGIL @ ImranKhanPTI @ AonAbbasPTI So cute Boy ....! God bless you Bro ..... Allah ka … // t . co / 00s5lcBozx
30192,@ belier _ aditi @ RAHEESK48162911 Aapse v hai bas batata nhi ki kahi bura na lage ❤️😅,1,@ belier _ aditi @ RAHEESK48162911 Aapse v hai bas batata nhi ki kahi bura na lage ❤️😅
5120,OR I WISH VERY AND VERY HAPPY AND BLESSED # RAMADAN OR # RAMJAAN MONTH TO INDIAN NATIONAL CONGRESS PRESIDENT SHRI … https // t . co / iLZ0nx9yPk,2,OR I WISH VERY AND VERY HAPPY AND BLESSED # RAMADAN OR # RAMJAAN MONTH TO INDIAN NATIONAL CONGRESS PRESIDENT SHRI … // t . co / iLZ0nx9yPk
28004,@ Radhika _ Khera Shayad @ rssurjewala ji ye kahna bhul gaye ki congress spokesperson social media se bhi dur rahe,1,@ Radhika _ Khera Shayad @ rssurjewala ji ye kahna bhul gaye ki congress spokesperson social media se bhi dur rahe
2282,@ NadeemHaider787 @ sheikhsafina @ junaidabid63 Is trah ki chawalon se sirf maryam safdar ki calibri hi khush hoskti h … https // t . co / XtkE6FGfAc,1,@ NadeemHaider787 @ sheikhsafina @ junaidabid63 Is trah ki chawalon se sirf maryam safdar ki calibri hi khush hoskti h … // t . co / XtkE6FGfAc
907,@ HardikPatel _ saalaa chutiya ... kala jabaan le ker aaya hai ... jab dekho shikayat karta rehta hai jaise ki khud k … https // t . co / 8nvPJu39LP,0,@ HardikPatel _ saalaa chutiya ... kala jabaan le ker aaya hai ... jab dekho shikayat karta rehta hai jaise ki khud k … // t . co / 8nvPJu39LP
5667,@ I _ Am _ Mowglu @ unpacking _ memo Insaan Qatam Hojata hai Zindagi nahi .,1,@ I _ Am _ Mowglu @ unpacking _ memo Insaan Qatam Hojata hai Zindagi nahi .
10807,Aur ye kahte hain ki Muslims apni auraton ko aage badhne nahi dete unhe padhne se rokte hain 😂 https // t . co / 4yCotS0emb,0,Aur ye kahte hain ki Muslims apni auraton ko aage badhne nahi dete unhe padhne se rokte hain 😂 // t . co / 4yCotS0emb
36612,@ lawlawlawnd @ M _ Jenghiz @ arunsr1ni @ IB _ Caution @_ vgnsh @ AdichuVudu Sorry machi 😁😘,1,@ lawlawlawnd @ M _ Jenghiz @ arunsr1ni @ IB _ Caution @_ vgnsh @ AdichuVudu Sorry machi 😁😘
28796,@ AkhileshPSingh Kyo bhai dukhi kyon ho ???? Kya iss baat ka dukh to nahi ki congress party ki samadhi pe modijine pu … https // t co / qCsu2yB5ba,1,@ AkhileshPSingh Kyo bhai dukhi kyon ho ???? Kya iss baat ka dukh to nahi ki congress party ki samadhi pe modijine pu … // t co / qCsu2yB5ba
14831,@ anjanaomkashyap 4- jabki main to nokri karne wala person tha 5- kisi ko nokri se nikal de ki tumhari jyda sallry … https // t co / OYDVLBjh3R,1,@ anjanaomkashyap 4- jabki main to nokri karne wala person tha 5- kisi ko nokri se nikal de ki tumhari jyda sallry … // t co / OYDVLBjh3R
16922,RT @ N91AKH WHAT THE FUCK !!! LIKE WHAT IN THE ACTUAL FUCK !!!! Dila can ’ t die she can ’ t die there ’ s no Kuzgun without Dila 😭😭😭 tell me it wa …,0,RT @ N91AKH WHAT THE FUCK !!! LIKE WHAT IN THE ACTUAL FUCK !!!! Dila can ’ t die she can ’ t die there ’ s no Kuzgun without Dila 😭😭😭 tell me it wa …
14519,# narendra modi Today is very big day shapath grahan samaroh of modi ji New get way for new INDIA Be prepare for … https // t co / p8tAJdKX9f,2,# narendra modi Today is very big day shapath grahan samaroh of modi ji New get way for new INDIA Be prepare for … // t co / p8tAJdKX9f
9327,@ theorignalmalik @ AshrafFem Bjp congress sp bsp koi bhi ho yeh kbhi musalmaan ko aage laane ki baat nhi krenge … https // t . co / d2sIjC38Jd,0,@ theorignalmalik @ AshrafFem Bjp congress sp bsp koi bhi ho yeh kbhi musalmaan ko aage laane ki baat nhi krenge … // t . co / d2sIjC38Jd
20648,@ UngraduateG @ YTCreatorsIndia Don't worry Ayush bhaiya we are all with you 🥰🥰,2,@ UngraduateG @ YTCreatorsIndia Don't worry Ayush bhaiya we are all with you 🥰🥰
30108,RT @ 14JISUNG Don ’ t Need Your Love https // t co / MqNj3xcexE,1,RT @ 14JISUNG Don ’ t Need Your Love // t co / MqNj3xcexE
28264,@ KhileriBaba Nahi bjp only evm se jiti hai log rally me aana nahi chaate the vha ye log 9lakh vote mil gye Kahi 10lakh,0,@ KhileriBaba Nahi bjp only evm se jiti hai log rally me aana nahi chaate the vha ye log 9lakh vote mil gye Kahi 10lakh
12153,RT @ winnervoting4 to our Maknae-Leader YOON please get well soon ! 🥺 please take care of yourself . rest well sleep well and eat well ! 🙏 @…,2,RT @ winnervoting4 to our Maknae-Leader YOON please get well soon ! 🥺 please take care of yourself . rest well sleep well and eat well ! 🙏 @…
4782,@ ranazee122 Bilkul we are with safy bhai ... in sha ALLAH hum come back karaingay zrur 👍👍👍,1,@ ranazee122 Bilkul we are with safy bhai ... in sha ALLAH hum come back karaingay zrur 👍👍👍
28650,@ ShahbazTaseer Allah Taseer sb ko janat ul firdos ata kary . .. amen He will be always alive in our hearts . Shaheed … https // t . co / LoJbs5zsoM,2,@ ShahbazTaseer Allah Taseer sb ko janat ul firdos ata kary . .. amen He will be always alive in our hearts . Shaheed … // t . co / LoJbs5zsoM
26493,@ RailwaySeva @ SuperDudeAnupam @ drmncrald Chor hai yai aur railway iska kuch nahi bigad sakta,0,@ RailwaySeva @ SuperDudeAnupam @ drmncrald Chor hai yai aur railway iska kuch nahi bigad sakta
13124,Boy - Baby baba nahi tere equal ban jaunga Ladki patane mein Sanju ban jaunga Shaadi karne bole feminist ban jaaung … https // t . co / FWYHDa4yJS,0,Boy - Baby baba nahi tere equal ban jaunga Ladki patane mein Sanju ban jaunga Shaadi karne bole feminist ban jaaung … // t . co / FWYHDa4yJS
34667,RT @ ramal _ fatima @ AhmedRazaQadri UMMRAH LUCKY DRAW ( 3RD ) AHMED BHAI K KHUBSURT ANDAZ ... AS A HOST MASHAALLAH YOU ARE SIMPLY THE BEST …,2,RT @ ramal _ fatima @ AhmedRazaQadri UMMRAH LUCKY DRAW ( 3RD ) AHMED BHAI K KHUBSURT ANDAZ ... AS A HOST MASHAALLAH YOU ARE SIMPLY THE BEST …
38451,@ MdPvvnl District Moradabad Kanth road Mora Milak ki light ki problem 15 Sal se Hal nahi ho payi hai . Aur na hi koi … https // t . co / jLI11G66fs,1,@ MdPvvnl District Moradabad Kanth road Mora Milak ki light ki problem 15 Sal se Hal nahi ho payi hai . Aur na hi koi … // t . co / jLI11G66fs
9748,@ horuspk @ ayeshakhalid7 @ SHABAZGIL Look at his face ! Is that the face of a corrupt policeman !? He is so embarrassed … https // t . co / UsFbKnbjBT,0,@ horuspk @ ayeshakhalid7 @ SHABAZGIL Look at his face ! Is that the face of a corrupt policeman !? He is so embarrassed … // t . co / UsFbKnbjBT
39713,@ MaryamNSharif Hr cheez ka credit laiti hain aaap .... Yahan b lain na kharab AC lagvany ka credit !!!,0,@ MaryamNSharif Hr cheez ka credit laiti hain aaap .... Yahan b lain na kharab AC lagvany ka credit !!!
24676,@ Lalitrashtraban Gunah karne wale ko kort saja deti hai lekin bhakt hi jaaj bann gaye hai . Kabhi ye Nahi socte ki … https // t . co / bx0oc4bzh5,1,@ Lalitrashtraban Gunah karne wale ko kort saja deti hai lekin bhakt hi jaaj bann gaye hai . Kabhi ye Nahi socte ki … // t . co / bx0oc4bzh5
27312,@ sed _ potatoo Pakistan aj ka match Q nahi jeeta ?,1,@ sed _ potatoo Pakistan aj ka match Q nahi jeeta ?
40753,Chawal log 😠 Intahai chawal log 😡 Phir aaty hain wo log Jo 1992 # WC ki baqwaas kar rahe hain 😪.. Ye in logon se … https // t . co / DPAiU6iRJS,1,Chawal log 😠 Intahai chawal log 😡 Phir aaty hain wo log Jo 1992 # WC ki baqwaas kar rahe hain 😪.. Ye in logon se … // t . co / DPAiU6iRJS
8782,@ FortniteGame I LOVE YOU FOR REMOVING THE DRUM GUN YAYAYAYYAYAY https // t . co / g4QdRk3uZ1,2,@ FortniteGame I LOVE YOU FOR REMOVING THE DRUM GUN YAYAYAYYAYAY // t . co / g4QdRk3uZ1
28016,RT @ vikramwkarve @ samarjeet _ n Every career has pros and cons . No point comparing . Best to make best use of what you have . Best Philosophy …,1,RT @ vikramwkarve @ samarjeet _ n Every career has pros and cons . No point comparing . Best to make best use of what you have . Best Philosophy …
14556,All the best to all teams 🇦🇫🇦🇺🇧🇩🏴󠁧󠁢󠁥󠁮󠁧󠁿🇮🇳🇳🇿🇵🇰🇿🇦🇱🇰🌴 Jo b team best dega wahi jeetegi # CWC19,1,All the best to all teams 🇦🇫🇦🇺🇧🇩🏴󠁧󠁢󠁥󠁮󠁧󠁿🇮🇳🇳🇿🇵🇰🇿🇦🇱🇰🌴 Jo b team best dega wahi jeetegi # CWC19
14576,RT @ nowthisisliving HAPPY PRIDE MONTH !!!!! I hope you feel even the slightest bit of pride in yourself this month ! I know it can be hard b …,1,RT @ nowthisisliving HAPPY PRIDE MONTH !!!!! I hope you feel even the slightest bit of pride in yourself this month ! I know it can be hard b …
26474,ALHAMDULILLAH !! received an award in recognition of my services in social welfare & Humanitarian work & For Rehmat … https // t . co / aGnWUwbsit,0,ALHAMDULILLAH !! received an award in recognition of my services in social welfare & Humanitarian work & For Rehmat … // t . co / aGnWUwbsit
22110,@ KapilSharmaK9 @ BeingSalmanKhan @ SonyTV Kapil sir world best comedianaap aise hi sabko hasate rahe . aur aap ka sho … https // t . co / oheT3vK6Oj,2,@ KapilSharmaK9 @ BeingSalmanKhan @ SonyTV Kapil sir world best comedianaap aise hi sabko hasate rahe . aur aap ka sho … // t . co / oheT3vK6Oj
6260,@ TajinderBagga @ sherryontopp Tu mujrim hai koi talaab bi bata dega Wo kaun hoga Jo dusman ko dawa dega Ye kehna n … https // t co / Uy8YglT6tD,1,@ TajinderBagga @ sherryontopp Tu mujrim hai koi talaab bi bata dega Wo kaun hoga Jo dusman ko dawa dega Ye kehna n … // t co / Uy8YglT6tD
8737,@ vbwalia Sadhvi Pragya par jo aarop hai kya Tumko Sahi lagta hai Hindu kabhi aatankwad nahi ho sakta Congress minor … https // t co / zjf7QTz9jH,1,@ vbwalia Sadhvi Pragya par jo aarop hai kya Tumko Sahi lagta hai Hindu kabhi aatankwad nahi ho sakta Congress minor … // t co / zjf7QTz9jH
25520,@ peacefairyash @ Smileyfren not studying padhnai parda ni is what is padhna man lagdaina 😆,1,@ peacefairyash @ Smileyfren not studying padhnai parda ni is what is padhna man lagdaina 😆
34937,@ ReallySwara @ mimichakraborty @ nusratchirps here come best wishes from the biggest panaut of india allah bachaaye ab inko,0,@ ReallySwara @ mimichakraborty @ nusratchirps here come best wishes from the biggest panaut of india allah bachaaye ab inko
2856,@ Gillzz191919 1 . Moody to Nahi ho 😊😊 2 . Jyada baat v Nahi Karti ho 😬 3. Shy to jarur ho 🤗🤗 4. Friendly bahut ho 😀😀 5. Rud … https // t . co / HuvIUXFHzF,1,@ Gillzz191919 1 . Moody to Nahi ho 😊😊 2 . Jyada baat v Nahi Karti ho 😬 3. Shy to jarur ho 🤗🤗 4. Friendly bahut ho 😀😀 5. Rud … // t . co / HuvIUXFHzF
33719,@ BeingSalmanKhan # BharatThisEid # Bharat # loveuSalman 💋 superb look very handsome https // t co / KmqDSbNxvF,2,@ BeingSalmanKhan # BharatThisEid # Bharat # loveuSalman 💋 superb look very handsome // t co / KmqDSbNxvF
12610,@ WorldJat Or jo chai wala Land cruiser se chalta hai ? Is level pe kyu laate ho rajneeti ko ?,0,@ WorldJat Or jo chai wala Land cruiser se chalta hai ? Is level pe kyu laate ho rajneeti ko ?
11642,@ Abnokshius Mujy laga eid hai khula hoga par shit sab almost band tha,2,@ Abnokshius Mujy laga eid hai khula hoga par shit sab almost band tha
10492,@ RatnakarOdisha jai ho pipili walon ... ab maharahthi ko prarthna karo .... shame shame shame shame on BJd gang ..,0,@ RatnakarOdisha jai ho pipili walon ... ab maharahthi ko prarthna karo .... shame shame shame shame on BJd gang ..
782,@ KapilSharmaK9 @ Krushna _ KAS I wish aisa rishta fir se @ WhoSunilGrover k saath bhi ban Jaye comedy ki duniya aapki ho jayegi 🙏,2,@ KapilSharmaK9 @ Krushna _ KAS I wish aisa rishta fir se @ WhoSunilGrover k saath bhi ban Jaye comedy ki duniya aapki ho jayegi 🙏
22774,RT @ KgKalpana # Nesamani is enough to distract ourselves from sadness We love # Nesamani until sun dies # Pray _ for _ Neasamani https // t …,2,RT @ KgKalpana # Nesamani is enough to distract ourselves from sadness We love # Nesamani until sun dies # Pray _ for _ Neasamani // t …
16662,BC kabhi Bumrah ke acche photo nikala karo .. Biased sala bcci camera man . https // t . co / EemVtxtVw1,0,BC kabhi Bumrah ke acche photo nikala karo .. Biased sala bcci camera man . // t . co / EemVtxtVw1
15926,@ Payal _ Rohatgi Hindu Muslim Hindu Muslim kitna krti ho yaar Milane ki baat nhi kr skti kya Hmesha baatne ki baat ky … https // t . co / JQCLlMsrLW,1,@ Payal _ Rohatgi Hindu Muslim Hindu Muslim kitna krti ho yaar Milane ki baat nhi kr skti kya Hmesha baatne ki baat ky … // t . co / JQCLlMsrLW
19590,Mohtarma @ zartajgulwazir kehti hain k khat likhnay ka maqsad sifarish nahi balkey CV ki nishan dahi karna tha Mt … https // t . co / wPe5mFwWO6,1,Mohtarma @ zartajgulwazir kehti hain k khat likhnay ka maqsad sifarish nahi balkey CV ki nishan dahi karna tha Mt … // t . co / wPe5mFwWO6
33478,@ deevgrass _ They changed hair color ! Warna-warni pisan pasti kalo liat updatenya mereka,1,@ deevgrass _ They changed hair color ! Warna-warni pisan pasti kalo liat updatenya mereka
39528,@ taliskerlover Ye pakka @ onetiponehand _ bhai maze leta h . Itna bebkuf koi nahi hota .,1,@ taliskerlover Ye pakka @ onetiponehand _ bhai maze leta h . Itna bebkuf koi nahi hota .
32903,@ narendramodi Jis world's largest @ AyushmanNHA Bharat to the rescue eases a poor family's pain all the way It's no … https // t co / o2lQGYPbD8,1,@ narendramodi Jis world's largest @ AyushmanNHA Bharat to the rescue eases a poor family's pain all the way It's no … // t co / o2lQGYPbD8
19653,@ anandk2012 @ RailMinIndia @ IRCTCofficial @ PiyushGoyalOffc Tharki ... Jayda samaj ke thekedar mat Bano ... phele khud sudhro,0,@ anandk2012 @ RailMinIndia @ IRCTCofficial @ PiyushGoyalOffc Tharki ... Jayda samaj ke thekedar mat Bano ... phele khud sudhro
10726,@ ndtv Yah sala infuture Mai kabhi bhi pass nahi ho payega . mai to PAPPU ko yahi ray doga ki tu BJP Mai PEON ki post … https // t . co / YVsOR2c4ou,0,@ ndtv Yah sala infuture Mai kabhi bhi pass nahi ho payega . mai to PAPPU ko yahi ray doga ki tu BJP Mai PEON ki post … // t . co / YVsOR2c4ou
18411,RT @ simmiikaurx Can Aishwarya Rai get any more beautiful ?!😭 Bulleya - Ae Dil Hai Mushkil https // t co / rlYvFKFfvZ,2,RT @ simmiikaurx Can Aishwarya Rai get any more beautiful ?!😭 Bulleya - Ae Dil Hai Mushkil // t co / rlYvFKFfvZ
15268,Barbad party resolution - aaj se koi apne bachchon ko barbie phantom nahi dega uski jagah dirga hanuman bante jayenge .,1,Barbad party resolution - aaj se koi apne bachchon ko barbie phantom nahi dega uski jagah dirga hanuman bante jayenge .
9146,RT @ Sippy86Sippy Dhan Dhan Satguru Tera Hi Aasra Gud Morning sOhNe Saint Dr @ Gurmeetramrahim ji bless all apna v khyaal rakhna sOhNe g …,2,RT @ Sippy86Sippy Dhan Dhan Satguru Tera Hi Aasra Gud Morning sOhNe Saint Dr @ Gurmeetramrahim ji bless all apna v khyaal rakhna sOhNe g …
28621,RT @ VAV _ official VAV ’ s # India Language Class 🇮🇳 with # Lou Teacher Lesson 1 VAMPZ nice to see you ~👋 [ HINDI ] aapse milkar achcha laga […,2,RT @ VAV _ official VAV ’ s # India Language Class 🇮🇳 with # Lou Teacher Lesson 1 VAMPZ nice to see you ~👋 [ HINDI ] aapse milkar achcha laga […
23473,@ Anastaciuss @ RishiMi15434436 @ shahnaveid Tnsn mt le jldi thok denge is suwar ko . Koi bdi baat nahi hai . Tum log ki … https // t . co / VboHgbSL3B,0,@ Anastaciuss @ RishiMi15434436 @ shahnaveid Tnsn mt le jldi thok denge is suwar ko . Koi bdi baat nahi hai . Tum log ki … // t . co / VboHgbSL3B
2049,@ califallingdown Maybe its bc I only listen to country music ? Is she top 40? Pop ? What genre is this ? I dont hear m … https // t co / uVLGnULiuC,0,@ califallingdown Maybe its bc I only listen to country music ? Is she top 40? Pop ? What genre is this ? I dont hear m … // t co / uVLGnULiuC
34533,@ sadhavi @ RubikaLiyaquat ye duniya ka woh kayar tha jisne nehru ki ayasi ke liye desh baant diya ...... noton pe hi a … https // t . co / pb3UERyrJj,0,@ sadhavi @ RubikaLiyaquat ye duniya ka woh kayar tha jisne nehru ki ayasi ke liye desh baant diya ...... noton pe hi a … // t . co / pb3UERyrJj
1934,@ DesiStupides @ AmitShah @ manakgupta @ narendramodi Yeh desh mein tadi par bhi home minister banta hai .... Aur ek pm … https // t . co / XQk63hYs0r,0,@ DesiStupides @ AmitShah @ manakgupta @ narendramodi Yeh desh mein tadi par bhi home minister banta hai .... Aur ek pm … // t . co / XQk63hYs0r
32637,Bahut acha congress ka ye faisla Ise hoga ye ki media ab ka kiya hoga kise badnam karoge kyun media TV channel wal … https // t co / tRlJBP0lF7,1,Bahut acha congress ka ye faisla Ise hoga ye ki media ab ka kiya hoga kise badnam karoge kyun media TV channel wal … // t co / tRlJBP0lF7
